PropertyID,Locality,Latitude,Longitude,Price,Area,Bedrooms,Bathrooms,PropertyAge,Parking,PropertyType
361,Pallikaranai,12.944213,80.222911,11482458,639,3,2,4,Yes,Apartment
362,Porur,13.042847,80.155237,20470240,1928,4,3,9,No,Apartment
363,Perungudi,12.963779,80.235207,24612752,1263,4,4,22,No,Apartment
364,OMR,12.907832,80.239886,22423645,1277,3,3,23,Yes,Independent House
365,Sholinganallur,12.893082,80.227824,49571505,3017,1,1,10,Yes,Independent House
366,Porur,13.044633,80.1599,17152410,1970,1,1,10,Yes,Independent House
367,Mylapore,13.03061,80.27544,6333560,596,3,4,8,Yes,Apartment
368,Mylapore,13.033462,80.267274,29857790,2130,1,1,14,No,Apartment
369,Medavakkam,12.914374,80.199515,38169609,2513,4,3,25,Yes,Apartment
370,OMR,12.917759,80.223218,16345153,1619,1,1,3,Yes,Villa
371,Anna Nagar,13.083626,80.213173,17018538,1934,5,4,19,No,Independent House
372,Sholinganallur,12.899186,80.228982,9776128,769,4,4,3,No,Apartment
373,Anna Salai,13.058258,80.250593,15805539,1703,5,4,9,Yes,Apartment
374,Chromepet,12.958078,80.148702,24969275,2027,2,1,0,No,Apartment
375,Chromepet,12.961141,80.145671,8716555,655,2,1,6,Yes,Independent House
376,Anna Nagar,13.085883,80.203798,44904648,2478,3,4,15,No,Apartment
377,Anna Salai,13.059701,80.244125,20664056,1314,4,4,14,Yes,Villa
378,OMR,12.906876,80.230829,23478874,1169,5,4,24,Yes,Apartment
379,Guindy,13.019713,80.224241,41537986,2817,5,4,1,No,Independent House
380,Anna Salai,13.060442,80.257609,20920000,2500,4,4,9,Yes,Villa
381,Guindy,13.019843,80.226669,12646996,1042,5,4,24,No,Apartment
382,Velachery,12.972058,80.223101,15530120,870,1,2,21,No,Apartment
383,Porur,13.045332,80.156894,26901677,2139,1,1,17,No,Independent House
384,Anna Salai,13.062159,80.254768,16945830,1010,1,2,13,Yes,Apartment
385,Anna Nagar,13.082661,80.209812,19993767,1721,1,1,17,No,Villa
386,Sholinganallur,12.903173,80.231773,23496895,1255,4,3,8,No,Apartment
387,Adyar,12.997105,80.263848,21954346,1523,4,4,1,No,Villa
388,OMR,12.90601,80.234874,25082163,2563,3,3,22,Yes,Apartment
389,Guindy,13.004628,80.226979,33632909,2257,3,3,19,Yes,Apartment
390,Mylapore,13.037791,80.267768,11435660,780,4,4,16,Yes,Apartment
391,Guindy,13.001061,80.211511,16480707,1261,5,4,6,Yes,Apartment
392,Porur,13.041823,80.151339,19581682,2058,2,2,14,No,Independent House
393,Chromepet,12.958353,80.141373,14860083,1277,5,4,15,No,Villa
394,Pallikaranai,12.942597,80.207986,11340250,662,1,1,12,Yes,Apartment
395,Tambaram,12.932193,80.109343,13105856,1652,2,2,20,No,Independent House
396,Perungudi,12.956475,80.243867,8287558,1091,1,2,20,Yes,Independent House
397,OMR,12.909334,80.233544,23622900,2092,3,4,11,No,Villa
398,Pallikaranai,12.94633,80.220488,55056288,2944,5,4,3,Yes,Independent House
399,Medavakkam,12.919626,80.18813,16755740,1772,5,4,21,Yes,Villa
400,Porur,13.046194,80.162609,20891301,1773,3,3,6,Yes,Independent House
401,Guindy,13.013508,80.230449,16288203,1859,5,4,21,Yes,Independent House
402,OMR,12.91632,80.226863,37036080,2140,4,4,23,Yes,Independent House
403,Mylapore,13.04113,80.263323,36867932,2018,2,3,16,No,Apartment
404,Anna Nagar,13.088089,80.204545,22110891,1609,4,4,23,Yes,Independent House
405,Tambaram,12.924175,80.092356,24035019,1907,3,4,11,No,Independent House
406,Adyar,13.007297,80.255762,35420452,2484,5,4,6,Yes,Independent House
407,Pallikaranai,12.929864,80.220948,20859520,1370,2,2,10,No,Independent House
408,Velachery,12.97026,80.220241,33759240,1912,1,2,20,Yes,Villa
409,Tambaram,12.923574,80.098588,44606185,2555,2,2,25,Yes,Apartment
410,T Nagar,13.050801,80.24154,9460728,569,4,4,1,Yes,Independent House
411,Guindy,13.004925,80.22804,9400348,623,5,4,21,Yes,Independent House
412,OMR,12.916477,80.225964,18114349,2121,2,1,16,No,Apartment
413,OMR,12.907185,80.223769,36962106,2326,4,4,21,Yes,Villa
414,Anna Salai,13.062194,80.24298,12928115,1485,4,3,7,Yes,Apartment
415,Porur,13.041439,80.159571,25194020,3172,1,2,8,Yes,Independent House
416,Adyar,13.001755,80.261537,36535262,2257,1,1,14,No,Apartment
417,Tambaram,12.9203,80.102113,35786052,2273,1,1,21,Yes,Independent House
418,Velachery,12.984795,80.221155,25453215,2645,4,3,23,Yes,Villa
419,Sholinganallur,12.896907,80.218688,37915396,2692,2,2,6,No,Independent House
420,Chromepet,12.959738,80.152905,17104032,1904,2,3,7,Yes,Apartment
421,Perungudi,12.970096,80.244587,9948962,918,4,4,24,Yes,Independent House
422,Chromepet,12.958645,80.143404,20240346,2451,3,3,1,Yes,Apartment
423,Perungudi,12.965267,80.23511,10989408,1024,3,4,3,Yes,Apartment
424,Porur,13.036216,80.165746,10244450,930,4,4,11,No,Apartment
425,OMR,12.913923,80.221173,22882367,2277,4,4,20,Yes,Apartment
426,Pallikaranai,12.930625,80.211295,32957212,2254,2,1,18,No,Independent House
427,Porur,13.037014,80.147767,17405730,1085,5,4,15,No,Apartment
428,Perungudi,12.962382,80.245465,35350858,2699,3,2,24,Yes,Independent House
429,Sholinganallur,12.898698,80.234681,27952544,1568,1,2,15,No,Independent House
430,Medavakkam,12.929937,80.199988,11268736,597,5,4,20,Yes,Independent House
431,Anna Nagar,13.079454,80.212966,25508480,1536,4,4,10,No,Apartment
432,T Nagar,13.040741,80.226074,37853380,2430,2,1,14,No,Apartment
433,Chromepet,12.941603,80.138018,35723192,2202,1,1,13,Yes,Independent House
434,Sholinganallur,12.910007,80.225167,40595568,2632,5,4,17,Yes,Independent House
435,Adyar,13.003966,80.256551,34917203,1909,2,3,17,No,Independent House
436,Anna Nagar,13.082478,80.202226,31295296,1948,2,1,11,No,Independent House
437,Anna Salai,13.062617,80.243351,13561750,1125,2,3,22,No,Apartment
438,Anna Salai,13.052555,80.247889,32362192,2422,4,4,25,Yes,Independent House
439,Anna Salai,13.061007,80.240571,19435045,2395,5,4,14,Yes,Villa
440,Anna Salai,13.053873,80.255905,45372728,2632,4,4,24,Yes,Independent House
441,Anna Nagar,13.080472,80.219372,30929138,2614,4,4,12,No,Independent House
442,OMR,12.917214,80.234237,19812125,1115,4,4,13,No,Independent House
443,Anna Salai,13.068824,80.242253,19865404,1372,5,4,6,No,Independent House
444,Mylapore,13.035256,80.278553,16197140,1022,2,2,24,No,Independent House
445,Mylapore,13.024105,80.262607,21936320,2280,4,4,25,Yes,Independent House
446,Perungudi,12.954929,80.232941,18745515,1643,1,1,24,Yes,Villa
447,Guindy,13.012722,80.224011,25506114,2766,3,3,1,No,Villa
448,Medavakkam,12.91384,80.190232,28241901,1523,2,3,16,No,Independent House
449,T Nagar,13.049177,80.240909,11851701,603,3,2,23,No,Apartment
450,Chromepet,12.947484,80.139749,31103200,2960,2,2,17,Yes,Independent House
451,Perungudi,12.96057,80.242832,10165565,1261,1,1,23,Yes,Villa
452,Velachery,12.969899,80.229773,6464128,573,2,2,10,No,Independent House
453,Sholinganallur,12.901508,80.23704,31737713,2559,1,1,25,No,Apartment
454,Medavakkam,12.917324,80.186867,29167172,2253,1,1,17,No,Apartment
455,Porur,13.028376,80.159879,32401776,1752,3,3,6,No,Independent House
456,Chromepet,12.949318,80.147005,7315041,713,2,2,21,No,Villa
457,OMR,12.905929,80.233031,20999008,2656,1,1,25,No,Villa
458,Porur,13.032416,80.15909,10111896,943,5,4,5,Yes,Independent House
459,Tambaram,12.929838,80.093075,13387952,1392,4,3,17,No,Independent House
460,Chromepet,12.952762,80.147699,11603316,908,3,2,2,Yes,Apartment
461,Tambaram,12.915238,80.103466,27559437,2139,3,4,14,No,Villa
462,Medavakkam,12.915023,80.198338,45421624,2948,1,1,1,Yes,Villa
463,OMR,12.916442,80.220616,25444519,1703,5,4,24,No,Villa
464,Velachery,12.988303,80.214082,15609856,1108,5,4,23,No,Independent House
465,Perungudi,12.952101,80.243633,23145828,2817,3,2,17,Yes,Apartment
466,Medavakkam,12.931013,80.199629,27240480,1798,5,4,6,No,Apartment
467,Velachery,12.972727,80.227193,13907158,1454,2,2,19,No,Apartment
468,Pallikaranai,12.932014,80.207648,26348570,3190,1,2,17,Yes,Villa
469,Sholinganallur,12.90339,80.235902,25482052,2012,4,4,4,Yes,Apartment
470,Porur,13.031248,80.157837,33385474,1894,4,4,19,No,Independent House
471,Guindy,13.014644,80.223317,14679960,1240,3,4,0,No,Apartment
472,OMR,12.915495,80.229739,26069316,1908,3,3,15,No,Villa
473,Anna Nagar,13.076529,80.201608,30334934,1699,2,1,4,Yes,Villa
474,Adyar,13.014826,80.258532,33252505,2933,5,4,18,No,Independent House
475,Medavakkam,12.927565,80.18842,21792280,1158,5,4,11,No,Apartment
476,Chromepet,12.95856,80.152331,26235775,2175,5,4,11,Yes,Independent House
477,Sholinganallur,12.904188,80.237255,39673790,2377,2,2,5,Yes,Independent House
478,Mylapore,13.028887,80.26438,7740735,715,4,4,7,No,Apartment
479,Perungudi,12.971612,80.238181,17369767,2139,2,2,15,No,Apartment
480,Mylapore,13.03117,80.271454,31330252,1628,5,4,18,Yes,Villa
481,Anna Salai,13.060137,80.249242,26957423,2091,1,1,7,No,Villa
482,Sholinganallur,12.90387,80.22213,36775930,2351,1,1,5,Yes,Apartment
483,Velachery,12.977392,80.217804,33480595,3015,2,2,22,Yes,Independent House
484,Anna Nagar,13.075449,80.200963,36494784,2512,4,4,6,Yes,Independent House
485,Sholinganallur,12.892118,80.223065,12856006,1101,5,4,20,Yes,Independent House
486,Velachery,12.985526,80.230145,56097368,3004,5,4,18,Yes,Independent House
487,Tambaram,12.917754,80.101653,44480568,2522,4,4,5,Yes,Villa
488,Guindy,13.012212,80.215096,21731428,1236,2,2,23,No,Villa
489,T Nagar,13.033726,80.233217,11439640,617,2,1,6,No,Apartment
490,Sholinganallur,12.904188,80.23594,43120126,2726,5,4,16,Yes,Apartment
491,Medavakkam,12.921479,80.201368,42647840,2688,1,2,13,No,Apartment
492,Chromepet,12.94669,80.151517,29229666,2962,4,4,25,Yes,Villa
493,Anna Salai,13.050509,80.254473,30788000,3000,1,1,17,No,Villa
494,Adyar,13.010455,80.253818,30257470,2678,5,4,0,No,Independent House
495,Porur,13.036671,80.153813,36721985,2295,1,1,20,No,Villa
496,OMR,12.911182,80.229675,31291730,2242,4,4,17,No,Apartment
497,OMR,12.914956,80.228932,22013180,2180,5,4,23,Yes,Independent House
498,Mylapore,13.035881,80.273391,23876560,1428,2,1,16,No,Villa
499,Adyar,13.015217,80.256208,47448958,3154,2,3,0,Yes,Apartment
500,Anna Nagar,13.093614,80.208113,28996128,2068,3,3,2,Yes,Independent House
501,Perungudi,12.960779,80.235734,47751703,2997,5,4,1,Yes,Independent House
502,Perungudi,12.96548,80.238895,15668272,1347,5,4,1,Yes,Independent House
503,Perungudi,12.959903,80.243422,16763755,905,1,1,8,No,Villa
504,Medavakkam,12.9312,80.189562,15351040,919,1,1,17,No,Independent House
505,Pallikaranai,12.927093,80.207201,51298827,3033,3,3,6,No,Villa
506,Medavakkam,12.932034,80.200122,40717490,2610,1,1,9,No,Apartment
507,Pallikaranai,12.946225,80.212877,32191095,2363,5,4,12,No,Apartment
508,Chromepet,12.954273,80.156084,35990956,2524,5,4,3,No,Apartment
509,Perungudi,12.956965,80.23356,26332046,2239,2,2,11,Yes,Independent House
510,Perungudi,12.956371,80.243174,37586232,2821,3,2,5,No,Villa
511,Velachery,12.973684,80.227899,15199029,1367,2,3,7,Yes,Villa
512,Pallikaranai,12.940516,80.216968,12342580,1188,5,4,24,Yes,Apartment
513,Sholinganallur,12.908375,80.227716,41940300,2525,1,1,11,No,Villa
514,Guindy,13.016385,80.220066,36520727,2179,5,4,7,Yes,Apartment
515,Medavakkam,12.926865,80.191801,19897464,2162,1,1,21,Yes,Villa
516,Mylapore,13.035856,80.264894,18761612,1413,1,1,12,Yes,Villa
517,Medavakkam,12.922875,80.186811,18051489,1653,3,3,15,No,Villa
518,Mylapore,13.026223,80.271218,37330590,2190,3,3,8,No,Apartment
519,Tambaram,12.917817,80.109183,15971180,1515,1,1,17,No,Villa
520,Velachery,12.97944,80.225611,24063636,1273,4,3,13,No,Apartment
521,Guindy,13.014211,80.211701,15595317,1577,4,4,17,Yes,Villa
522,Pallikaranai,12.932195,80.210906,40559307,3129,3,4,3,No,Independent House
523,Medavakkam,12.916879,80.194118,12177151,631,3,3,13,Yes,Villa
524,Perungudi,12.96175,80.246431,28847545,1715,5,4,11,No,Independent House
525,Anna Salai,13.067765,80.252412,29209499,3063,1,2,9,No,Independent House
526,Anna Salai,13.05364,80.244164,27507960,3135,3,4,19,No,Apartment
527,Porur,13.043819,80.165275,44781381,3029,3,3,20,No,Villa
528,Mylapore,13.038155,80.27294,22812760,2245,5,4,5,Yes,Apartment
529,Mylapore,13.042336,80.269164,10419485,1233,1,1,12,Yes,Apartment
530,Adyar,13.009062,80.249186,30964800,2696,1,2,24,Yes,Apartment
531,Anna Salai,13.052928,80.250135,27706096,1489,4,4,7,No,Villa
532,Velachery,12.987797,80.222171,32386416,2011,1,1,10,No,Villa
533,Velachery,12.986646,80.2199,54228490,2970,5,4,19,No,Independent House
534,Perungudi,12.958157,80.239944,30579308,1972,5,4,15,Yes,Apartment
535,Velachery,12.978484,80.211366,7933900,550,3,2,16,Yes,Villa
536,Anna Salai,13.055024,80.239744,31819837,1777,4,4,0,No,Villa
537,Porur,13.042499,80.15942,28535050,2846,2,3,13,No,Apartment
538,Pallikaranai,12.937332,80.219699,19773348,1627,4,4,2,No,Independent House
539,Sholinganallur,12.90807,80.221548,28998240,2728,3,3,25,No,Villa
540,OMR,12.90984,80.226413,53485240,3080,1,2,14,No,Independent House
541,Velachery,12.983404,80.225742,12361928,1311,1,1,3,No,Villa
542,Tambaram,12.921132,80.105989,8969850,610,1,1,15,Yes,Villa
543,Porur,13.043713,80.147928,23618132,1902,4,3,2,Yes,Apartment
544,Chromepet,12.949296,80.155699,18436772,1574,2,2,12,Yes,Apartment
545,Tambaram,12.934542,80.099457,44149107,2437,1,1,23,Yes,Independent House
546,Perungudi,12.962419,80.236766,20688796,1199,3,3,20,Yes,Independent House
547,Perungudi,12.964658,80.23819,23514516,2026,3,3,1,Yes,Apartment
548,Velachery,12.980722,80.225015,18190648,2171,3,2,25,Yes,Apartment
549,Mylapore,13.033598,80.273419,22346393,2071,5,4,24,Yes,Apartment
550,Porur,13.044029,80.149017,32168722,2006,1,1,20,Yes,Independent House
551,Tambaram,12.922063,80.092695,32441394,2346,3,3,23,Yes,Apartment
552,Anna Salai,13.054196,80.243333,35697918,2342,1,2,17,No,Independent House
553,Porur,13.031301,80.152413,27832254,1677,3,4,19,Yes,Apartment
554,OMR,12.917659,80.232395,26683951,2409,5,4,0,No,Independent House
555,Porur,13.044581,80.150297,31991290,1863,5,4,23,Yes,Independent House
556,Perungudi,12.95844,80.233625,55567500,3061,4,4,9,No,Villa
557,Perungudi,12.961707,80.233675,9961993,1081,1,1,5,Yes,Apartment
558,Sholinganallur,12.895414,80.232257,37144406,2703,4,4,19,No,Apartment
559,Adyar,13.01157,80.265309,15156534,877,2,3,14,Yes,Villa
560,Pallikaranai,12.943689,80.205259,26578628,3076,3,2,8,Yes,Independent House
561,Tambaram,12.918689,80.100524,15333732,964,5,4,23,Yes,Independent House
562,Tambaram,12.930226,80.101531,27261336,2837,5,4,23,No,Independent House
563,Perungudi,12.962094,80.244851,15253104,976,4,4,5,Yes,Independent House
564,Medavakkam,12.928184,80.191212,29913715,1993,5,4,10,No,Villa
565,Mylapore,13.042123,80.264782,47238840,2856,3,3,17,Yes,Villa
566,Chromepet,12.941926,80.138902,11218000,550,4,4,23,Yes,Villa
567,Anna Salai,13.06583,80.258467,14591900,1780,3,2,7,Yes,Villa
568,Pallikaranai,12.929768,80.211042,10445352,936,3,3,1,No,Villa
569,Sholinganallur,12.898996,80.236258,27137254,1599,2,2,25,No,Apartment
570,Mylapore,13.03999,80.261607,42027440,2526,1,1,5,No,Independent House
571,Perungudi,12.958959,80.248043,37810980,2910,3,2,12,Yes,Apartment
572,T Nagar,13.042288,80.230086,36682881,3017,1,1,0,No,Apartment
573,Sholinganallur,12.904473,80.237847,21404989,2607,2,2,22,Yes,Apartment
574,Chromepet,12.944244,80.137851,16251075,1459,5,4,13,No,Villa
575,Sholinganallur,12.906477,80.220508,23441750,1625,1,2,2,No,Independent House
576,Velachery,12.989042,80.221685,45550416,2548,4,4,12,Yes,Independent House
577,Tambaram,12.923371,80.096966,32336336,2311,1,1,10,Yes,Apartment
578,Porur,13.040664,80.155309,27112510,1798,3,2,5,No,Independent House
579,Anna Salai,13.055261,80.25202,17425333,2081,2,2,4,Yes,Apartment
580,Velachery,12.978524,80.217838,29613588,1956,3,2,22,Yes,Villa
581,Mylapore,13.036061,80.279546,23139592,1384,5,4,17,No,Independent House
582,Mylapore,13.024802,80.263714,29253230,2937,1,2,21,Yes,Villa
583,Mylapore,13.036807,80.27296,12752489,767,5,4,14,Yes,Apartment
584,Anna Salai,13.060571,80.253794,9812836,628,3,2,9,No,Apartment
585,Anna Salai,13.060413,80.24876,32222710,2995,3,4,17,Yes,Apartment
586,Anna Salai,13.058268,80.24274,23987201,1563,1,1,16,No,Villa
587,Porur,13.044438,80.159016,37324090,3110,3,3,9,Yes,Independent House
588,Anna Salai,13.068344,80.252739,37566977,2823,4,3,8,Yes,Apartment
589,Anna Nagar,13.093195,80.206686,29374562,2259,4,4,7,Yes,Villa
590,Medavakkam,12.926671,80.200573,14473254,1117,2,2,18,Yes,Apartment
591,Anna Salai,13.061547,80.258572,10278984,1144,2,3,20,Yes,Villa
592,Anna Nagar,13.094224,80.206167,16795318,1146,2,2,23,Yes,Villa
593,Mylapore,13.038849,80.27194,11298851,1319,3,3,3,Yes,Apartment
594,OMR,12.907185,80.233763,24721584,2992,5,4,7,Yes,Independent House
595,Chromepet,12.94435,80.140065,31721803,2081,2,3,5,No,Villa
596,Adyar,13.016465,80.262656,31788345,1655,4,3,13,Yes,Independent House
597,Anna Nagar,13.083551,80.215624,34979311,3077,2,3,15,No,Villa
598,Sholinganallur,12.900032,80.23444,21023724,2164,4,4,19,Yes,Independent House
599,Adyar,13.015952,80.251297,13305720,710,2,3,17,No,Independent House
600,Chromepet,12.953863,80.137291,22347383,1721,4,4,14,Yes,Villa
601,Medavakkam,12.915163,80.198175,49585592,3196,2,3,14,Yes,Independent House
602,Anna Salai,13.053978,80.251406,18501280,2160,5,4,13,No,Villa
603,Mylapore,13.041743,80.27563,17198294,919,2,3,8,No,Independent House
604,Mylapore,13.025306,80.273846,13666082,1017,1,1,22,No,Independent House
605,Mylapore,13.041845,80.27101,23087699,2101,5,4,17,No,Apartment
606,Perungudi,12.95819,80.247073,14757674,1142,2,2,5,Yes,Villa
607,Chromepet,12.956908,80.136444,19233200,1031,3,3,4,Yes,Apartment
608,Chromepet,12.954789,80.145275,52606880,3040,4,3,15,Yes,Apartment
609,Chromepet,12.952751,80.152705,27348048,1552,1,1,17,No,Independent House
610,Adyar,13.013777,80.26084,8270275,775,2,2,20,No,Apartment
611,Pallikaranai,12.946875,80.206927,28861886,1906,5,4,2,Yes,Apartment
612,OMR,12.91537,80.226456,23087875,2415,5,4,23,No,Apartment
613,Anna Salai,13.053091,80.253492,35839900,2300,4,3,17,Yes,Villa
614,OMR,12.902186,80.234595,22957194,2698,3,4,6,Yes,Independent House
615,Perungudi,12.968956,80.236893,45463725,2531,5,4,23,No,Villa
616,Sholinganallur,12.900955,80.23406,21257512,1081,5,4,19,No,Independent House
617,Anna Salai,13.059698,80.255535,15354688,1739,5,4,6,Yes,Apartment
618,Mylapore,13.039721,80.263947,37326345,2245,2,3,1,No,Villa
619,Perungudi,12.962134,80.238178,19975048,1592,2,2,25,Yes,Villa
620,Adyar,13.00331,80.254259,20326744,1948,1,1,12,Yes,Apartment
621,Perungudi,12.964544,80.249541,8633775,695,4,4,20,Yes,Villa
622,Medavakkam,12.924199,80.196164,28224480,2245,3,4,23,Yes,Independent House
623,Medavakkam,12.932292,80.188209,13841852,1403,5,4,18,No,Villa
624,Adyar,13.004491,80.259404,54232068,3116,3,4,17,Yes,Independent House
625,Pallikaranai,12.944541,80.211132,11782097,679,3,3,8,No,Apartment
626,Pallikaranai,12.942699,80.219256,36953700,2700,3,3,9,Yes,Apartment
627,Anna Salai,13.054204,80.258073,25471928,2622,1,2,0,No,Independent House
628,Mylapore,13.027704,80.260431,19838860,1890,5,4,4,Yes,Independent House
629,T Nagar,13.049238,80.230366,11972576,566,5,4,9,Yes,Independent House
630,Anna Salai,13.06557,80.252377,44651084,2682,1,1,24,No,Apartment
631,Tambaram,12.930356,80.103422,17861064,1338,3,3,9,No,Independent House
632,OMR,12.910281,80.224132,28000560,1670,2,2,3,Yes,Independent House
633,Porur,13.031625,80.152728,20778260,1660,5,4,4,No,Independent House
634,Anna Salai,13.052519,80.240676,7424282,757,3,4,4,Yes,Villa
635,T Nagar,13.038049,80.240049,40362566,2991,4,4,18,No,Independent House
636,Mylapore,13.025545,80.265908,38549104,2457,5,4,18,Yes,Apartment
637,Perungudi,12.970257,80.239542,18829273,1499,4,4,7,Yes,Independent House
638,Mylapore,13.025858,80.269273,37077522,2406,3,3,15,Yes,Apartment
639,Pallikaranai,12.935114,80.217985,18172222,1977,2,2,19,Yes,Independent House
640,Anna Nagar,13.083269,80.212517,31298225,1787,3,2,17,No,Villa
641,Medavakkam,12.921523,80.202204,36399204,2122,2,3,2,No,Apartment
642,Sholinganallur,12.907735,80.220186,22140006,1258,3,3,21,Yes,Independent House
643,Sholinganallur,12.910118,80.219292,36005858,2823,4,4,3,No,Apartment
644,Anna Nagar,13.091341,80.217845,22478415,1891,5,4,15,Yes,Apartment
645,Anna Salai,13.061959,80.243513,20335685,1161,1,1,14,No,Villa
646,Perungudi,12.971806,80.243355,37966400,2885,3,3,25,No,Villa
647,Sholinganallur,12.910358,80.217917,19643424,1072,5,4,9,Yes,Villa
648,Medavakkam,12.920785,80.188963,29920645,1705,3,2,0,Yes,Villa
649,T Nagar,13.041297,80.227465,24949212,2332,4,4,17,Yes,Independent House
650,T Nagar,13.033235,80.224014,9991390,1181,3,4,9,Yes,Apartment
651,Mylapore,13.040803,80.277572,17277178,1106,4,4,2,Yes,Independent House
652,Mylapore,13.034641,80.268701,45766696,3102,5,4,5,No,Independent House
653,Porur,13.045136,80.151235,35703529,2289,2,2,19,Yes,Independent House
654,Medavakkam,12.924263,80.196698,22736940,2787,3,4,18,No,Apartment
655,Anna Nagar,13.076565,80.217898,16066313,877,5,4,4,No,Villa
656,Anna Nagar,13.085784,80.211693,55457806,3133,2,3,23,Yes,Independent House
657,Sholinganallur,12.901253,80.227285,40074558,2741,1,1,24,Yes,Villa
658,Mylapore,13.024307,80.278157,20939280,1995,3,4,25,No,Villa
659,Mylapore,13.035057,80.272826,9325770,801,3,3,20,No,Independent House
660,OMR,12.901537,80.235675,28847892,1724,5,4,15,Yes,Apartment
661,OMR,12.912076,80.238203,15802879,1677,2,2,8,Yes,Independent House
662,Mylapore,13.033298,80.275687,23433616,2064,2,3,25,Yes,Villa
663,Pallikaranai,12.942407,80.208459,12819675,895,1,1,4,Yes,Villa
664,Chromepet,12.946888,80.152591,52094152,2916,2,2,23,No,Apartment
665,Adyar,13.001373,80.26117,35325492,2183,2,3,15,No,Villa
666,T Nagar,13.050344,80.232676,15420264,1144,4,4,16,No,Apartment
667,Perungudi,12.970361,80.248867,17617896,948,3,2,17,No,Villa
668,Porur,13.042886,80.158274,11934872,952,3,3,8,No,Villa
669,Tambaram,12.931534,80.090239,11679468,1286,5,4,10,Yes,Independent House
670,Anna Nagar,13.080038,80.200781,30159016,2376,5,4,11,Yes,Independent House
671,Sholinganallur,12.893436,80.237056,52565282,2983,1,1,21,Yes,Independent House
672,Anna Nagar,13.080067,80.209439,23427602,2089,5,4,21,Yes,Apartment
673,Anna Salai,13.065798,80.246068,30670034,1682,1,2,24,No,Independent House
674,Velachery,12.974265,80.227456,6927120,805,1,1,12,No,Villa
675,Velachery,12.978941,80.214077,47062300,2564,4,3,6,No,Apartment
676,Guindy,13.002466,80.211958,36448552,3064,4,4,20,Yes,Villa
677,Sholinganallur,12.891017,80.218657,12449366,626,3,4,15,Yes,Independent House
678,T Nagar,13.041363,80.231778,30074100,1900,3,3,12,Yes,Independent House
679,Mylapore,13.034306,80.279532,9672959,563,1,1,12,No,Apartment
680,Porur,13.045267,80.153301,13728984,776,3,4,20,Yes,Villa
681,Pallikaranai,12.93082,80.217618,26616325,1381,4,4,5,Yes,Villa
682,Anna Salai,13.053199,80.243462,26184368,2542,1,1,2,No,Independent House
683,Mylapore,13.029755,80.270379,47282173,2553,5,4,12,Yes,Independent House
684,Pallikaranai,12.93511,80.207934,7398401,701,4,3,10,Yes,Villa
685,Perungudi,12.966709,80.241478,23388188,2747,5,4,4,Yes,Apartment
686,Adyar,13.009353,80.265593,17165168,1544,4,3,22,Yes,Apartment
687,Pallikaranai,12.936943,80.219684,27580110,3053,1,2,5,Yes,Apartment
688,Tambaram,12.934417,80.101519,21106805,2295,1,1,10,No,Villa
689,Velachery,12.971515,80.214025,7413760,736,3,3,18,Yes,Villa
690,T Nagar,13.032614,80.225699,47562560,2816,2,2,5,No,Apartment
691,Pallikaranai,12.927144,80.222223,10996384,1196,5,4,0,No,Apartment
692,Mylapore,13.027723,80.272497,22964066,2254,5,4,22,No,Independent House
693,Medavakkam,12.927244,80.194841,17212021,1529,4,4,5,Yes,Independent House
694,Anna Nagar,13.094732,80.219636,21715125,2265,3,3,0,Yes,Apartment
695,Sholinganallur,12.894874,80.233832,20786919,2451,3,3,24,Yes,Villa
696,Perungudi,12.959284,80.235892,24342680,1272,4,4,5,Yes,Apartment
697,OMR,12.903161,80.220581,8683487,727,3,4,3,Yes,Independent House
698,Medavakkam,12.919419,80.186575,25461474,1513,1,1,23,No,Independent House
699,Perungudi,12.966755,80.249098,12394884,1001,3,3,10,Yes,Apartment
700,T Nagar,13.034699,80.242258,36055539,2479,2,1,18,No,Apartment
701,Chromepet,12.95424,80.155711,22166299,2079,2,3,4,No,Independent House
702,Tambaram,12.917122,80.099311,7789716,681,3,3,22,Yes,Villa
703,T Nagar,13.049912,80.235262,25677550,1450,2,2,9,Yes,Independent House
704,Medavakkam,12.92237,80.191855,38323312,2236,2,1,16,No,Apartment
705,Adyar,13.014536,80.259335,18656295,1565,4,4,10,No,Independent House
706,Velachery,12.969772,80.221822,37005121,2261,5,4,1,Yes,Villa
707,Chromepet,12.955463,80.144332,19069334,2578,1,2,7,Yes,Independent House
708,Tambaram,12.928281,80.093236,27168460,1761,2,2,7,Yes,Apartment
709,Chromepet,12.945299,80.153631,35415733,2413,5,4,14,Yes,Independent House
710,Perungudi,12.962618,80.237632,40844026,3119,4,3,2,No,Independent House
711,Guindy,13.010695,80.2287,8458138,881,3,3,19,No,Independent House
712,Porur,13.035511,80.150005,16742942,2118,1,1,11,No,Independent House
713,Medavakkam,12.925881,80.197348,10387760,1116,1,1,10,Yes,Independent House
714,Guindy,13.014005,80.216043,24963250,1473,5,4,10,No,Villa
715,Anna Nagar,13.088566,80.210757,39260742,2403,3,3,15,Yes,Villa
716,OMR,12.907814,80.223576,8800034,818,4,4,6,No,Apartment
717,Anna Nagar,13.0925,80.210514,16401200,1680,1,1,3,Yes,Villa
718,Perungudi,12.960403,80.246454,29106080,2256,1,1,21,Yes,Villa
719,Adyar,13.003418,80.259074,15672534,807,3,3,0,Yes,Independent House
